pref_name,target_chembl_id,target_type
Serine/threonine-protein phosphatase 2A activator,CHEMBL2505,SINGLE PROTEIN
Phosphatidylinositol 3-kinase regulatory subunit alpha,CHEMBL2506,SINGLE PROTEIN
Glutamate receptor 3,CHEMBL3595,SINGLE PROTEIN
Fructose-bisphosphate aldolase A,CHEMBL2106,SINGLE PROTEIN
Proto-oncogene tyrosine-protein kinase Src,CHEMBL267,SINGLE PROTEIN
Cholecystokinin receptor type A,CHEMBL1901,SINGLE PROTEIN
C-X-C chemokine receptor type 4,CHEMBL2107,SINGLE PROTEIN
Cyclin-T1,CHEMBL2108,SINGLE PROTEIN
Neuropeptide Y receptor type 1,CHEMBL4777,SINGLE PROTEIN
T-cell surface glycoprotein CD4,CHEMBL2754,SINGLE PROTEIN
Neuropeptide Y receptor type 2,CHEMBL4018,SINGLE PROTEIN
Dual specificity mitogen-activated protein kinase kinase 3,CHEMBL2109,SINGLE PROTEIN
Cyclin-dependent kinase 6,CHEMBL2508,SINGLE PROTEIN
Neurotensin receptor type 2,CHEMBL2514,SINGLE PROTEIN
NADH-ubiquinone oxidoreductase chain 1,CHEMBL2111,SINGLE PROTEIN
Cathepsin F,CHEMBL2517,SINGLE PROTEIN
Cathepsin G,CHEMBL4071,SINGLE PROTEIN
Cathepsin K,CHEMBL268,SINGLE PROTEIN
Procathepsin L,CHEMBL3837,SINGLE PROTEIN
Corticosteroid-binding globulin,CHEMBL2421,SINGLE PROTEIN
Carboxypeptidase A1,CHEMBL2088,SINGLE PROTEIN
Carboxypeptidase M,CHEMBL3038,SINGLE PROTEIN
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",CHEMBL3039,SINGLE PROTEIN
NADH-ubiquinone oxidoreductase 42 kDa subunit,CHEMBL2089,SINGLE PROTEIN
Cell division control protein 45 homolog,CHEMBL3040,SINGLE PROTEIN
Voltage-dependent N-type calcium channel subunit alpha-1B,CHEMBL4478,SINGLE PROTEIN
Pyruvate dehydrogenase E1 component alpha subunit somatic form,CHEMBL2092,SINGLE PROTEIN
Cholesteryl ester transfer protein,CHEMBL3572,SINGLE PROTEIN
G2/mitotic-specific cyclin-B1,CHEMBL2412,SINGLE PROTEIN
G2/mitotic-specific cyclin B2,CHEMBL3723,SINGLE PROTEIN
G1/S-specific cyclin-D1,CHEMBL3610,SINGLE PROTEIN
Serine/threonine-protein kinase Chk2,CHEMBL2527,SINGLE PROTEIN
Cholinesterase,CHEMBL1914,SINGLE PROTEIN
P2X purinoceptor 1,CHEMBL2094,SINGLE PROTEIN
P2X purinoceptor 2,CHEMBL2531,SINGLE PROTEIN
P2Y purinoceptor 4,CHEMBL2123,SINGLE PROTEIN
Leukotriene B4 receptor 1,CHEMBL3911,SINGLE PROTEIN
P2Y purinoceptor 1,CHEMBL4315,SINGLE PROTEIN
C-C chemokine receptor type 1,CHEMBL2413,SINGLE PROTEIN
C-C chemokine receptor type 3,CHEMBL3473,SINGLE PROTEIN
Potassium voltage-gated channel subfamily A member 2,CHEMBL2086,SINGLE PROTEIN
Potassium voltage-gated channel subfamily A member 3,CHEMBL4633,SINGLE PROTEIN
Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,CHEMBL2435,SINGLE PROTEIN
Solute carrier family 15 member 1,CHEMBL4605,SINGLE PROTEIN
Protein phosphatase 1A,CHEMBL2437,SINGLE PROTEIN
Eosinophil peroxidase,CHEMBL2438,SINGLE PROTEIN
Myeloperoxidase,CHEMBL2439,SINGLE PROTEIN
Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,CHEMBL271,SINGLE PROTEIN
Protein farnesyltransferase subunit beta,CHEMBL272,SINGLE PROTEIN
C-C chemokine receptor type 4,CHEMBL2414,SINGLE PROTEIN
C-C chemokine receptor type 5,CHEMBL274,SINGLE PROTEIN
Cytosolic phospholipase A2,CHEMBL3816,SINGLE PROTEIN
"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",CHEMBL4425,SINGLE PROTEIN
"Phospholipase A2, membrane associated",CHEMBL3474,SINGLE PROTEIN
Group IIE secretory phospholipase A2,CHEMBL2154,SINGLE PROTEIN
Plasminogen activator inhibitor 1,CHEMBL3475,SINGLE PROTEIN
"cGMP-dependent 3',5'-cyclic phosphodiesterase",CHEMBL2652,SINGLE PROTEIN
"3',5'-cyclic-AMP phosphodiesterase 4B",CHEMBL275,SINGLE PROTEIN
"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",CHEMBL3860,SINGLE PROTEIN
Acetyl-CoA carboxylase 2,CHEMBL4829,SINGLE PROTEIN
3-phosphoinositide-dependent protein kinase 1,CHEMBL2534,SINGLE PROTEIN
5-hydroxytryptamine receptor 1E,CHEMBL2182,SINGLE PROTEIN
5-hydroxytryptamine receptor 5A,CHEMBL3426,SINGLE PROTEIN
5-hydroxytryptamine receptor 6,CHEMBL3371,SINGLE PROTEIN
Neuronal acetylcholine receptor subunit alpha-7,CHEMBL2492,SINGLE PROTEIN
Neuronal acetylcholine receptor subunit alpha-9,CHEMBL2184,SINGLE PROTEIN
Acetylcholine receptor subunit epsilon,CHEMBL2484,SINGLE PROTEIN
Neuronal acetylcholine receptor subunit beta-2,CHEMBL1883,SINGLE PROTEIN
Proteinase-activated receptor 1,CHEMBL3974,SINGLE PROTEIN
Amyloid-beta precursor protein,CHEMBL2487,SINGLE PROTEIN
5'-AMP-activated protein kinase catalytic subunit alpha-2,CHEMBL2116,SINGLE PROTEIN
5'-AMP-activated protein kinase subunit beta-2,CHEMBL2117,SINGLE PROTEIN
5'-AMP-activated protein kinase subunit gamma-2,CHEMBL2453,SINGLE PROTEIN
Diamine oxidase [copper-containing],CHEMBL2118,SINGLE PROTEIN
Neuronal acetylcholine receptor subunit alpha-4,CHEMBL1882,SINGLE PROTEIN
Beta-secretase 2,CHEMBL2525,SINGLE PROTEIN
Beta-galactosidase,CHEMBL2522,SINGLE PROTEIN
Sialidase-2,CHEMBL3200,SINGLE PROTEIN
Bombesin receptor subtype-3,CHEMBL4080,SINGLE PROTEIN
Nicastrin,CHEMBL3418,SINGLE PROTEIN
Complement C1s subcomponent,CHEMBL3913,SINGLE PROTEIN
All-trans-retinol dehydrogenase [NAD(+)] ADH7,CHEMBL3867,SINGLE PROTEIN
Type-2 angiotensin II receptor,CHEMBL4607,SINGLE PROTEIN
Alpha-galactosidase A,CHEMBL2524,SINGLE PROTEIN
Aryl hydrocarbon receptor,CHEMBL3201,SINGLE PROTEIN
RAC-beta serine/threonine-protein kinase,CHEMBL2431,SINGLE PROTEIN
RAC-gamma serine/threonine-protein kinase,CHEMBL4816,SINGLE PROTEIN
Albumin,CHEMBL3253,SINGLE PROTEIN
Methionine aminopeptidase 2,CHEMBL3922,SINGLE PROTEIN
Aminopeptidase B,CHEMBL2432,SINGLE PROTEIN
Pancreatic alpha-amylase,CHEMBL2045,SINGLE PROTEIN
Alpha-amylase 1A,CHEMBL2478,SINGLE PROTEIN
Atrial natriuretic peptide receptor 2,CHEMBL1795,SINGLE PROTEIN
Beta-adrenergic receptor kinase 1,CHEMBL4079,SINGLE PROTEIN
Arylsulfatase A,CHEMBL2193,SINGLE PROTEIN
Arylsulfatase B,CHEMBL2399,SINGLE PROTEIN
Arylamine N-acetyltransferase 2,CHEMBL2194,SINGLE PROTEIN
Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,CHEMBL2401,SINGLE PROTEIN
Cyclic AMP-dependent transcription factor ATF-1,CHEMBL3255,SINGLE PROTEIN
Sodium/potassium-transporting ATPase beta-3 chain,CHEMBL3256,SINGLE PROTEIN
Tyrosine aminotransferase,CHEMBL3043,SINGLE PROTEIN
Neuroendocrine convertase 2,CHEMBL2433,SINGLE PROTEIN
Bifunctional purine biosynthesis protein ATIC,CHEMBL2518,SINGLE PROTEIN
Lysosomal acid glucosylceramidase,CHEMBL2179,SINGLE PROTEIN
Neutral alpha-glucosidase AB,CHEMBL2519,SINGLE PROTEIN
Neutral alpha-glucosidase C,CHEMBL2520,SINGLE PROTEIN
Geranylgeranyl transferase type-1 subunit beta,CHEMBL4135,SINGLE PROTEIN
Cytochrome P450 4F2,CHEMBL3379,SINGLE PROTEIN
Phenylalanine-4-hydroxylase,CHEMBL3076,SINGLE PROTEIN
Thiamine transporter 1,CHEMBL3079,SINGLE PROTEIN
Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHEMBL3476,SINGLE PROTEIN
Inhibitor of nuclear factor kappa-B kinase subunit beta,CHEMBL1991,SINGLE PROTEIN
Chitotriosidase-1,CHEMBL3080,SINGLE PROTEIN
Tyrosine-protein phosphatase non-receptor type 12,CHEMBL3236,SINGLE PROTEIN
"Carnitine O-palmitoyltransferase 2, mitochondrial",CHEMBL3238,SINGLE PROTEIN
"Glycogen phosphorylase, brain form",CHEMBL3856,SINGLE PROTEIN
Transketolase,CHEMBL4983,SINGLE PROTEIN
Interleukin-2 receptor subunit beta,CHEMBL3276,SINGLE PROTEIN
C-X-C chemokine receptor type 2,CHEMBL2434,SINGLE PROTEIN
4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9,CHEMBL4985,SINGLE PROTEIN
Uracil-DNA glycosylase,CHEMBL3277,SINGLE PROTEIN
Death-associated protein kinase 2,CHEMBL3123,SINGLE PROTEIN
Protein phosphatase 1 regulatory subunit 12A,CHEMBL3124,SINGLE PROTEIN
Lysosomal phospholipase A and acyltransferase,CHEMBL4986,SINGLE PROTEIN
Aurora kinase B,CHEMBL2185,SINGLE PROTEIN
Ribosomal protein S6 kinase alpha-4,CHEMBL3125,SINGLE PROTEIN
C3a anaphylatoxin chemotactic receptor,CHEMBL4761,SINGLE PROTEIN
Tubulin beta-5 chain,CHEMBL5444,SINGLE PROTEIN
Delta-aminolevulinic acid dehydratase,CHEMBL3126,SINGLE PROTEIN
Corticotropin-releasing factor receptor 2,CHEMBL4069,SINGLE PROTEIN
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",CHEMBL3727,SINGLE PROTEIN
"HLA class I histocompatibility antigen, A alpha chain",CHEMBL2632,SINGLE PROTEIN
Tumor necrosis factor receptor superfamily member 16,CHEMBL4762,SINGLE PROTEIN
Tumor necrosis factor receptor superfamily member 1A,CHEMBL3378,SINGLE PROTEIN
Lysophosphatidic acid receptor 1,CHEMBL3819,SINGLE PROTEIN
Sphingosine 1-phosphate receptor 4,CHEMBL3230,SINGLE PROTEIN
Protein tyrosine phosphatase receptor type C-associated protein,CHEMBL4806,SINGLE PROTEIN
Rho-associated protein kinase 1,CHEMBL3231,SINGLE PROTEIN
Lysophosphatidic acid receptor 2,CHEMBL3724,SINGLE PROTEIN
Adenomatous polyposis coli protein,CHEMBL3233,SINGLE PROTEIN
Voltage-dependent L-type calcium channel subunit alpha-1S,CHEMBL3805,SINGLE PROTEIN
Acetylcholine receptor subunit alpha,CHEMBL4808,SINGLE PROTEIN
Prostatic acid phosphatase,CHEMBL2633,SINGLE PROTEIN
Trehalase,CHEMBL3087,SINGLE PROTEIN
DNA nucleotidylexotransferase,CHEMBL4810,SINGLE PROTEIN
Collagen alpha-1(I) chain,CHEMBL3030,SINGLE PROTEIN
Uridine phosphorylase 1,CHEMBL4811,SINGLE PROTEIN
Kallikrein-8,CHEMBL4812,SINGLE PROTEIN
Kallikrein-11,CHEMBL3031,SINGLE PROTEIN
Serine/threonine-protein kinase pim-1,CHEMBL2147,SINGLE PROTEIN
Serine/threonine-protein kinase N2,CHEMBL3032,SINGLE PROTEIN
Tyrosine-protein kinase CSK,CHEMBL2634,SINGLE PROTEIN
Phospholipase D1,CHEMBL2536,SINGLE PROTEIN
Tyrosine-protein kinase JAK3,CHEMBL2148,SINGLE PROTEIN
Ribosomal protein S6 kinase alpha-5,CHEMBL4237,SINGLE PROTEIN
"Phenylalanine--tRNA ligase, mitochondrial",CHEMBL2511,SINGLE PROTEIN
Kallikrein-13,CHEMBL4863,SINGLE PROTEIN
Kallikrein-14,CHEMBL2641,SINGLE PROTEIN
Prolyl hydroxylase EGLN2,CHEMBL3028,SINGLE PROTEIN
Adenylate cyclase type 3,CHEMBL3164,SINGLE PROTEIN
Serotransferrin,CHEMBL4865,SINGLE PROTEIN
Leukotriene B4 receptor 2,CHEMBL3191,SINGLE PROTEIN
Histone deacetylase 8,CHEMBL3192,SINGLE PROTEIN
Glutathione S-transferase A3,CHEMBL4866,SINGLE PROTEIN
P2Y purinoceptor 11,CHEMBL4867,SINGLE PROTEIN
Protein kinase C epsilon type,CHEMBL3582,SINGLE PROTEIN
Protein kinase C gamma type,CHEMBL2938,SINGLE PROTEIN
Serine/threonine-protein kinase D3,CHEMBL2595,SINGLE PROTEIN
Major prion protein,CHEMBL4869,SINGLE PROTEIN
ATP-sensitive inward rectifier potassium channel 8,CHEMBL4770,SINGLE PROTEIN
Integrin alpha-4,CHEMBL278,SINGLE PROTEIN
Tubulin beta-3 chain,CHEMBL2597,SINGLE PROTEIN
Adenylate cyclase type 9,CHEMBL2655,SINGLE PROTEIN
"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",CHEMBL3861,SINGLE PROTEIN
Sphingosine kinase 2,CHEMBL3023,SINGLE PROTEIN
Protein kinase C iota type,CHEMBL2598,SINGLE PROTEIN
Serine/threonine-protein kinase D1,CHEMBL3863,SINGLE PROTEIN
RAF proto-oncogene serine/threonine-protein kinase,CHEMBL1906,SINGLE PROTEIN
Tyrosine-protein kinase SYK,CHEMBL2599,SINGLE PROTEIN
Serine/threonine-protein kinase PLK1,CHEMBL3024,SINGLE PROTEIN
Chymotrypsinogen B,CHEMBL4796,SINGLE PROTEIN
Chymotrypsin-like protease CTRL-1,CHEMBL4873,SINGLE PROTEIN
Phenylethanolamine N-methyltransferase,CHEMBL4617,SINGLE PROTEIN
Adenylosuccinate synthetase isozyme 2,CHEMBL4875,SINGLE PROTEIN
Integrin beta-5,CHEMBL2600,SINGLE PROTEIN
Integrin beta-6,CHEMBL4876,SINGLE PROTEIN
Integrin beta-7,CHEMBL2979,SINGLE PROTEIN
Tyrosine-protein kinase ITK/TSK,CHEMBL2959,SINGLE PROTEIN
Tyrosine-protein kinase JAK1,CHEMBL2835,SINGLE PROTEIN
"Beta-1,3-glucuronyltransferase 3",CHEMBL3958,SINGLE PROTEIN
Kynureninase,CHEMBL5100,SINGLE PROTEIN
Carboxypeptidase B,CHEMBL2552,SINGLE PROTEIN
Urotensin-2 receptor,CHEMBL3764,SINGLE PROTEIN
Ribosomal protein S6 kinase alpha-1,CHEMBL2553,SINGLE PROTEIN
Low-density lipoprotein receptor,CHEMBL3311,SINGLE PROTEIN
Adenylate cyclase type 8,CHEMBL2960,SINGLE PROTEIN
Tyrosine-protein kinase JAK2,CHEMBL2971,SINGLE PROTEIN
Ribosomal protein S6 kinase alpha-6,CHEMBL4924,SINGLE PROTEIN
"ATP-dependent 6-phosphofructokinase, platelet type",CHEMBL2972,SINGLE PROTEIN
Adenylate kinase isoenzyme 1,CHEMBL4925,SINGLE PROTEIN
"Adenylate kinase 4, mitochondrial",CHEMBL4926,SINGLE PROTEIN
cAMP-dependent protein kinase type I-alpha regulatory subunit,CHEMBL4928,SINGLE PROTEIN
Polyamine deacetylase HDAC10,CHEMBL5103,SINGLE PROTEIN
Sphingosine 1-phosphate receptor 3,CHEMBL3892,SINGLE PROTEIN
V-type proton ATPase subunit S1,CHEMBL4790,SINGLE PROTEIN
Hepatic triacylglycerol lipase,CHEMBL2127,SINGLE PROTEIN
Polyunsaturated fatty acid lipoxygenase ALOX15B,CHEMBL2457,SINGLE PROTEIN
Casein kinase I isoform epsilon,CHEMBL4937,SINGLE PROTEIN
Calcium/calmodulin-dependent protein kinase type 1,CHEMBL2493,SINGLE PROTEIN
Calcium/calmodulin-dependent protein kinase type IV,CHEMBL2494,SINGLE PROTEIN
Lysosomal alpha-glucosidase,CHEMBL2608,SINGLE PROTEIN
Protein-lysine 6-oxidase,CHEMBL2249,SINGLE PROTEIN
Vascular endothelial growth factor receptor 1,CHEMBL1868,SINGLE PROTEIN
Vascular endothelial growth factor receptor 2,CHEMBL279,SINGLE PROTEIN
Neuromedin-K receptor,CHEMBL4429,SINGLE PROTEIN
N-acetylated-alpha-linked acidic dipeptidase 2,CHEMBL2609,SINGLE PROTEIN
Neuromedin-B receptor,CHEMBL3636,SINGLE PROTEIN
Intermediate conductance calcium-activated potassium channel protein 4,CHEMBL4305,SINGLE PROTEIN
Creatine kinase M-type,CHEMBL2656,SINGLE PROTEIN
Melanocortin receptor 3,CHEMBL4644,SINGLE PROTEIN
Melanocortin receptor 5,CHEMBL4608,SINGLE PROTEIN
Glycylpeptide N-tetradecanoyltransferase 2,CHEMBL2849,SINGLE PROTEIN
"Carbonic anhydrase 5B, mitochondrial",CHEMBL3969,SINGLE PROTEIN
Glycogen synthase kinase-3 alpha,CHEMBL2850,SINGLE PROTEIN
cGMP-dependent protein kinase 2,CHEMBL2896,SINGLE PROTEIN
cGMP-dependent protein kinase 1,CHEMBL4273,SINGLE PROTEIN
Collagenase 3,CHEMBL280,SINGLE PROTEIN
Nitric oxide synthase 1,CHEMBL3568,SINGLE PROTEIN
"Carbonic anhydrase 5A, mitochondrial",CHEMBL4789,SINGLE PROTEIN
Matrix metalloproteinase-15,CHEMBL2963,SINGLE PROTEIN
Matrix metalloproteinase-16,CHEMBL2200,SINGLE PROTEIN
Dual specificity mitogen-activated protein kinase kinase 2,CHEMBL2964,SINGLE PROTEIN
Dual specificity mitogen-activated protein kinase kinase 4,CHEMBL2897,SINGLE PROTEIN
Voltage-gated delayed rectifier potassium channel KCNH1,CHEMBL3841,SINGLE PROTEIN
Lecithin retinol acyltransferase,CHEMBL2202,SINGLE PROTEIN
Metabotropic glutamate receptor 4,CHEMBL2736,SINGLE PROTEIN
Metabotropic glutamate receptor 6,CHEMBL4573,SINGLE PROTEIN
Carbonic anhydrase 7,CHEMBL2326,SINGLE PROTEIN
Motilin receptor,CHEMBL2203,SINGLE PROTEIN
Carbonic anhydrase 14,CHEMBL3510,SINGLE PROTEIN
Calnexin,CHEMBL2719,SINGLE PROTEIN
Cation-independent mannose-6-phosphate receptor,CHEMBL3240,SINGLE PROTEIN
Sodium/calcium exchanger 1,CHEMBL4076,SINGLE PROTEIN
Peroxisomal carnitine O-octanoyltransferase,CHEMBL2206,SINGLE PROTEIN
Mitogen-activated protein kinase 13,CHEMBL2939,SINGLE PROTEIN
MAP kinase-activated protein kinase 2,CHEMBL2208,SINGLE PROTEIN
Melatonin receptor type 1A,CHEMBL1945,SINGLE PROTEIN
Melatonin receptor type 1B,CHEMBL1946,SINGLE PROTEIN
Intercellular adhesion molecule 1,CHEMBL3070,SINGLE PROTEIN
Caspase-4,CHEMBL2226,SINGLE PROTEIN
Caspase-5,CHEMBL3131,SINGLE PROTEIN
Tissue factor,CHEMBL4081,SINGLE PROTEIN
Alpha-N-acetylgalactosaminidase,CHEMBL3132,SINGLE PROTEIN
Sodium/hydrogen exchanger 1,CHEMBL2781,SINGLE PROTEIN
Sodium/hydrogen exchanger 2,CHEMBL3133,SINGLE PROTEIN
Proenkephalin-B,CHEMBL2227,SINGLE PROTEIN
Multifunctional protein CAD,CHEMBL3093,SINGLE PROTEIN
MAP kinase-activated protein kinase 5,CHEMBL3094,SINGLE PROTEIN
Stromelysin-1,CHEMBL283,SINGLE PROTEIN
Neutrophil collagenase,CHEMBL4588,SINGLE PROTEIN
Cytochrome P450 1A1,CHEMBL2231,SINGLE PROTEIN
Glutamate receptor 1,CHEMBL2009,SINGLE PROTEIN
Sodium- and chloride-dependent GABA transporter 3,CHEMBL5208,SINGLE PROTEIN
Squalene synthase,CHEMBL3338,SINGLE PROTEIN
NF-kappa-B inhibitor epsilon,CHEMBL3407,SINGLE PROTEIN
"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",CHEMBL3096,SINGLE PROTEIN
Potassium voltage-gated channel subfamily KQT member 4,CHEMBL3576,SINGLE PROTEIN
Proprotein convertase subtilisin/kexin type 7,CHEMBL2232,SINGLE PROTEIN
Aldehyde dehydrogenase 1A1,CHEMBL3577,SINGLE PROTEIN
"Aldehyde dehydrogenase, dimeric NADP-preferring",CHEMBL3578,SINGLE PROTEIN
Retinaldehyde dehydrogenase 3,CHEMBL3579,SINGLE PROTEIN
4-trimethylaminobutyraldehyde dehydrogenase,CHEMBL2542,SINGLE PROTEIN
Polyunsaturated fatty acid lipoxygenase ALOX12,CHEMBL3687,SINGLE PROTEIN
Dipeptidyl peptidase 4,CHEMBL284,SINGLE PROTEIN
Serum amyloid P-component,CHEMBL4929,SINGLE PROTEIN
Granzyme A,CHEMBL4307,SINGLE PROTEIN
Granzyme K,CHEMBL4930,SINGLE PROTEIN
Rho-associated protein kinase 2,CHEMBL2973,SINGLE PROTEIN
Death-associated protein kinase 1,CHEMBL2558,SINGLE PROTEIN
"Folylpolyglutamate synthase, mitochondrial",CHEMBL3171,SINGLE PROTEIN
A-type voltage-gated potassium channel KCND3,CHEMBL1964,SINGLE PROTEIN
Matrix metalloproteinase-14,CHEMBL3869,SINGLE PROTEIN
B1 bradykinin receptor,CHEMBL4308,SINGLE PROTEIN
Voltage-dependent L-type calcium channel subunit alpha-1D,CHEMBL4138,SINGLE PROTEIN
Dihydropyrimidine dehydrogenase [NADP(+)],CHEMBL3172,SINGLE PROTEIN
Dual specificity protein phosphatase 3,CHEMBL2635,SINGLE PROTEIN
Dynamin-1,CHEMBL4958,SINGLE PROTEIN
"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",CHEMBL4931,SINGLE PROTEIN
Gastrin-releasing peptide receptor,CHEMBL4959,SINGLE PROTEIN
Glutathione S-transferase A4,CHEMBL4933,SINGLE PROTEIN
Glutathione S-transferase omega-1,CHEMBL3174,SINGLE PROTEIN
"Solute carrier family 2, facilitated glucose transporter member 1",CHEMBL2535,SINGLE PROTEIN
Guanine deaminase,CHEMBL3129,SINGLE PROTEIN
"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",CHEMBL4619,SINGLE PROTEIN
"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",CHEMBL3130,SINGLE PROTEIN
Cytosolic phospholipase A2 beta,CHEMBL4136,SINGLE PROTEIN
Bile acid receptor,CHEMBL2047,SINGLE PROTEIN
Fibrinogen beta chain,CHEMBL2048,SINGLE PROTEIN
Neuronal acetylcholine receptor subunit alpha-3,CHEMBL3068,SINGLE PROTEIN
Carnitine O-acetyltransferase,CHEMBL3184,SINGLE PROTEIN
Cytochrome P450 2C18,CHEMBL2408,SINGLE PROTEIN
Cytochrome P450 4A11,CHEMBL3978,SINGLE PROTEIN
Lanosterol 14-alpha demethylase,CHEMBL3849,SINGLE PROTEIN
Dopamine beta-hydroxylase,CHEMBL3102,SINGLE PROTEIN
Gamma-aminobutyric acid receptor subunit alpha-4,CHEMBL2472,SINGLE PROTEIN
Endothelin-converting enzyme 1,CHEMBL4791,SINGLE PROTEIN
Spermine synthase,CHEMBL4934,SINGLE PROTEIN
"Glycogen [starch] synthase, muscle",CHEMBL4000,SINGLE PROTEIN
Sterol O-acyltransferase 2,CHEMBL4465,SINGLE PROTEIN
Histone deacetylase 2,CHEMBL1937,SINGLE PROTEIN
Histone deacetylase 3,CHEMBL1829,SINGLE PROTEIN
Tyrosine-protein kinase ABL2,CHEMBL4014,SINGLE PROTEIN
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,CHEMBL4239,SINGLE PROTEIN
Heat shock protein HSP 90-alpha,CHEMBL3880,SINGLE PROTEIN
Hormone-sensitive lipase,CHEMBL3590,SINGLE PROTEIN
Protein-L-isoaspartate(D-aspartate) O-methyltransferase,CHEMBL4240,SINGLE PROTEIN
Gamma-aminobutyric acid receptor subunit beta-1,CHEMBL4558,SINGLE PROTEIN
Gamma-aminobutyric acid receptor subunit delta,CHEMBL3591,SINGLE PROTEIN
Glutamate decarboxylase 1,CHEMBL2614,SINGLE PROTEIN
Glutamate receptor 2,CHEMBL4016,SINGLE PROTEIN
"Glutamate receptor ionotropic, kainate 3",CHEMBL3684,SINGLE PROTEIN
Renin,CHEMBL286,SINGLE PROTEIN
Squalene monooxygenase,CHEMBL3592,SINGLE PROTEIN
Lanosterol synthase,CHEMBL3593,SINGLE PROTEIN
Histone deacetylase 4,CHEMBL3524,SINGLE PROTEIN
Integrin alpha-3,CHEMBL3525,SINGLE PROTEIN
Inositol polyphosphate-5-phosphatase A,CHEMBL4243,SINGLE PROTEIN
Leucyl-cystinyl aminopeptidase,CHEMBL2693,SINGLE PROTEIN
Legumain,CHEMBL4244,SINGLE PROTEIN
Focal adhesion kinase 1,CHEMBL2695,SINGLE PROTEIN
"Glycogen phosphorylase, muscle form",CHEMBL3526,SINGLE PROTEIN
Sodium/potassium-transporting ATPase beta-1 chain,CHEMBL2379,SINGLE PROTEIN
Steroid hormone receptor ERR2,CHEMBL3751,SINGLE PROTEIN
Estrogen-related receptor gamma,CHEMBL4245,SINGLE PROTEIN
Ribonucleoside-diphosphate reductase subunit M2,CHEMBL1954,SINGLE PROTEIN
Somatostatin receptor type 3,CHEMBL2028,SINGLE PROTEIN
Somatostatin receptor type 5,CHEMBL1792,SINGLE PROTEIN
Steryl-sulfatase,CHEMBL3559,SINGLE PROTEIN
Probable methyltransferase TARBP1,CHEMBL2807,SINGLE PROTEIN
Oxysterols receptor LXR-alpha,CHEMBL2808,SINGLE PROTEIN
Carbohydrate sulfotransferase 4,CHEMBL2239,SINGLE PROTEIN
Sigma non-opioid intracellular receptor 1,CHEMBL287,SINGLE PROTEIN
"Acetyl-CoA acetyltransferase, cytosolic",CHEMBL2240,SINGLE PROTEIN
Beta-mannosidase,CHEMBL3903,SINGLE PROTEIN
"Malate dehydrogenase, cytoplasmic",CHEMBL3560,SINGLE PROTEIN
Stromelysin-3,CHEMBL2867,SINGLE PROTEIN
Metabotropic glutamate receptor 1,CHEMBL3772,SINGLE PROTEIN
Metabotropic glutamate receptor 5,CHEMBL3227,SINGLE PROTEIN
Metabotropic glutamate receptor 8,CHEMBL3228,SINGLE PROTEIN
Glutathione S-transferase A2,CHEMBL2241,SINGLE PROTEIN
Glutathione S-transferase Mu 3,CHEMBL2242,SINGLE PROTEIN
Glutathione S-transferase Mu 5,CHEMBL2819,SINGLE PROTEIN
Coagulation factor XI,CHEMBL2820,SINGLE PROTEIN
Coagulation factor XII,CHEMBL2821,SINGLE PROTEIN
Histamine H4 receptor,CHEMBL3759,SINGLE PROTEIN
Fatty-acid amide hydrolase 1,CHEMBL2243,SINGLE PROTEIN
CAAX prenyl protease 2,CHEMBL3411,SINGLE PROTEIN
"Alanine--tRNA ligase, cytoplasmic",CHEMBL3574,SINGLE PROTEIN
"C-1-tetrahydrofolate synthase, cytoplasmic",CHEMBL2541,SINGLE PROTEIN
5-hydroxytryptamine receptor 3B,CHEMBL3895,SINGLE PROTEIN
Histone deacetylase 6,CHEMBL1865,SINGLE PROTEIN
Aldo-keto reductase family 1 member A1,CHEMBL2246,SINGLE PROTEIN
Tubulin beta-4A chain,CHEMBL3838,SINGLE PROTEIN
Atrial natriuretic peptide receptor 3,CHEMBL2247,SINGLE PROTEIN
Peptidyl-glycine alpha-amidating monooxygenase,CHEMBL2544,SINGLE PROTEIN
High affinity immunoglobulin epsilon receptor subunit alpha,CHEMBL2248,SINGLE PROTEIN
Heme oxygenase 2,CHEMBL2546,SINGLE PROTEIN
Bifunctional glutamate/proline--tRNA ligase,CHEMBL3873,SINGLE PROTEIN
"Histidine--tRNA ligase, cytoplasmic",CHEMBL4002,SINGLE PROTEIN
